word1,word2,count
nfl,draft,1726
ncaa,basketball,1279
texas,tech,905
men,basketball,780
college,basketball,776
ncaa,men,654
basketball,championship,623
master,tournament,497
nba,playoff,445
championship,game,443
nfl,player,417
nba,draft,383
national,championship,368
final,four,367
woman,basketball,348
baseball,game,338
mock,draft,326
ncaa,tournament,325
ncaa,championship,296
basketball,player,283
