word1,word2,count
new,york,1839
mr,trump,1158
last,year,1137
los,angeles,916
year,old,871
high,school,708
united,state,683
super,bowl,657
year,ago,562
last,season,552
first,time,502
york,time,457
major,league,442
white,house,442
president,trump,426
scored,point,424
two,year,420
point,rebound,397
ncaa,tournament,390
last,week,389
