word1,word2,count
new,york,2202
nfl,draft,1750
last,year,1658
los,angeles,1336
year,old,1319
ncaa,basketball,1287
mr,trump,1158
super,bowl,1121
texas,tech,1042
college,basketball,989
high,school,928
men,basketball,909
last,season,903
first,time,800
first,round,743
year,ago,727
ncaa,tournament,716
united,state,695
championship,game,690
final,four,673
