word1,word2,count
nfl,draft,2376
draft,nfl,2109
nfl,player,936
player,nfl,919
nfl,team,652
nfl,football,625
team,nfl,601
football,nfl,598
nfl,year,505
year,nfl,477
nfl,game,398
via,nfl,377
nfl,via,373
one,nfl,371
nfl,like,365
nfl,one,363
get,nfl,362
game,nfl,358
draft,mock,351
nfl,get,351
