word1,word2,count
baseball,game,870
game,baseball,775
baseball,team,333
team,baseball,314
baseball,today,251
baseball,u,248
baseball,win,229
baseball,day,225
today,baseball,222
win,baseball,211
mlb,game,193
game,today,184
one,baseball,184
today,game,179
baseball,one,178
baseball,player,177
game,mlb,176
baseball,great,173
baseball,like,172
baseball,final,166
