word,count
basketball,8076
ncaa,5460
nba,3529
game,2239
championship,1622
virginia,1536
men,1115
college,1056
texas,1005
tech,986
final,953
national,929
team,923
win,911
player,890
year,803
first,724
one,718
playoff,692
woman,673
