word1,word2,count
new,york,2020
year,last,1649
one,year,1263
year,one,1239
new,time,1171
time,year,1159
team,game,1149
year,time,1133
game,season,1130
game,team,1109
season,game,1107
two,year,1092
team,year,1081
year,team,1059
first,year,1054
year,two,1049
new,year,1038
team,season,1030
player,team,1016
team,player,1013
