word1,word2,count
tour,pga,314
year,last,189
tour,year,165
year,tour,165
shot,round,158
hole,shot,143
round,shot,142
shot,hole,141
hole,birdie,132
hole,round,130
shot,two,129
golf,said,124
round,hole,120
one,shot,119
hole,par,117
shot,one,115
year,pga,115
shot,par,111
round,first,109
wood,round,109
