word1,word2,count
mr,trump,1331
mr,said,866
president,trump,520
new,york,354
mr,year,325
mr,president,322
year,said,320
president,mr,310
year,mr,302
year,last,299
one,said,295
people,said,269
mr,bank,255
president,said,254
time,said,237
mr,would,223
mr,one,213
mr,time,210
one,mr,209
mr,new,207
