word1,word2,count
ncaa,basketball,3075
basketball,ncaa,2645
nba,basketball,1724
basketball,nba,1652
ncaa,championship,1370
championship,ncaa,1216
basketball,game,1084
virginia,ncaa,1058
ncaa,virginia,1052
game,basketball,1039
basketball,championship,1018
men,basketball,1008
texas,tech,996
basketball,men,980
ncaa,game,963
tech,texas,938
college,basketball,936
championship,basketball,925
game,ncaa,920
ncaa,men,891
