word1,word2,count
million,year,293
year,million,291
last,year,290
last,season,275
year,last,263
season,last,235
year,season,223
season,year,193
game,season,187
season,game,183
year,old,170
million,deal,157
league,major,154
one,year,147
game,year,140
year,one,140
year,game,139
last,game,136
league,season,136
game,last,125
