word1,word2,count
point,game,375
game,point,333
point,scored,253
point,rebound,244
point,season,209
season,point,190
game,season,189
first,point,181
season,game,179
point,first,170
second,point,157
game,said,156
point,second,155
point,assist,150
first,game,145
point,quarter,143
game,first,133
quarter,point,132
first,quarter,125
game,team,122
