word1,word2,count
game,season,553
season,game,529
game,playoff,473
yard,game,427
game,yard,409
first,game,351
game,first,327
new,game,312
nfl,game,304
yard,season,302
year,season,301
game,nfl,289
season,playoff,287
game,new,286
first,season,285
season,last,285
season,year,283
new,england,280
season,yard,276
nfl,season,272
