word1,word2,count
point,game,90
game,point,79
point,rebound,64
point,scored,64
first,point,62
point,first,61
point,season,51
season,point,48
second,point,42
point,assist,41
point,second,41
game,season,39
point,quarter,39
point,minute,38
season,game,38
first,game,37
star,game,37
first,quarter,35
game,first,35
point,eight,34
