word1,word2,count
game,season,119
season,game,118
season,charger,92
season,playoff,86
game,playoff,84
game,charger,82
season,regular,81
season,patriot,68
game,patriot,66
game,regular,55
team,game,51
game,brady,48
yard,game,47
game,team,46
season,team,46
team,season,46
season,brady,45
season,victory,45
new,season,43
game,yard,42
