word1,word2,count
zemmour,french,193
john,rauschenberg,184
zemmour,france,135
john,work,116
john,art,106
john,painting,95
john,two,76
zemmour,right,70
john,one,62
one,john,62
john,castelli,58
john,artist,57
game,gambling,55
john,show,55
new,york,50
one,year,50
john,year,49
one,zemmour,49
year,one,48
zemmour,one,48
