word1,word2,count
mr,said,934
mr,trump,542
new,york,494
year,last,470
one,said,462
team,year,400
year,said,389
year,team,386
new,time,382
team,game,382
time,said,376
mr,kraft,375
new,year,363
game,team,358
one,year,350
year,new,349
player,team,343
team,player,342
year,one,341
time,year,333
