word1,word2,count
mr,said,827
new,york,572
team,game,496
game,team,488
game,point,445
game,season,443
year,last,431
season,game,422
team,season,386
year,said,386
one,year,384
year,one,376
team,year,373
one,said,369
season,team,366
year,team,366
player,team,350
team,player,348
team,said,344
time,year,327
