word1,word2,count
master,tournament,442
tournament,master,415
master,golf,348
golf,master,320
master,live,301
live,master,297
live,stream,224
themasters,golf,183
golf,themasters,178
tournament,live,169
live,tournament,166
master,stream,163
master,watch,127
watch,master,125
watch,live,120
live,watch,119
tournament,golf,104
master,themasters,100
golf,tournament,99
live,online,94
