word1,word2,count
year,million,56
new,york,54
last,year,41
year,last,39
two,year,32
year,two,31
year,yankee,30
year,deal,29
last,season,23
new,time,23
year,old,23
one,clue,22
year,one,22
one,year,21
year,jones,21
last,jones,19
new,year,19
player,year,19
time,new,19
year,new,19
