word1,word2,count
baseball,game,120
game,baseball,103
baseball,team,51
team,baseball,47
baseball,league,44
baseball,player,41
baseball,win,36
baseball,year,36
year,baseball,36
baseball,mlb,34
baseball,state,34
mlb,baseball,34
win,baseball,33
baseball,major,32
baseball,get,31
baseball,love,31
baseball,first,29
baseball,great,29
first,baseball,29
mlb,game,29
