word1,word2,count
nfl,draft,215
draft,nfl,184
nfl,player,112
player,nfl,109
nfl,viking,105
viking,nfl,101
nfl,team,93
team,nfl,85
nfl,verizon,69
nfl,buckybrooks,67
nfl,superbowl,67
nfl,atlantafalcons,62
nfl,year,61
nfl,football,58
nfl,game,57
year,nfl,57
football,nfl,55
game,nfl,51
nfl,best,49
one,nfl,49
