word1,word2,count
tour,pga,68
year,tour,46
tour,year,45
year,last,42
hole,birdie,38
th,birdie,37
th,foot,34
shot,round,33
th,par,31
year,pga,30
round,shot,29
hole,th,28
shot,lead,27
shot,two,27
th,green,27
th,hole,27
hole,par,26
shot,bogey,26
hole,shot,24
shot,th,24
